Country;Localite;Category;Value;Date;Sources;Link
Sierra Leone;Western Rural;Deaths;95;27/10/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-153.pdf
Sierra Leone;Western Urban (Freetown);Deaths;101;27/10/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-153.pdf
Sierra Leone;Bo;Deaths;110;28/10/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-154.pdf
Sierra Leone;Bombali;Deaths;182;28/10/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-154.pdf
Sierra Leone;Bonthe;Deaths;3;28/10/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-154.pdf
Sierra Leone;Kailahun;Deaths;264;28/10/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-154.pdf
Sierra Leone;Kambia;Deaths;24;28/10/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-154.pdf
Sierra Leone;Kenema;Deaths;256;28/10/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-154.pdf
Sierra Leone;Koinadugu;Deaths;39;28/10/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-154.pdf
Sierra Leone;Kono;Deaths;39;28/10/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-154.pdf
Sierra Leone;Moyamba;Deaths;62;28/10/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-154.pdf
Sierra Leone;National;Deaths;1422;28/10/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-154.pdf
Sierra Leone;Port Loko;Deaths;152;28/10/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-154.pdf
Sierra Leone;Pujehun;Deaths;21;28/10/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-154.pdf
Sierra Leone;Tonkolili;Deaths;71;28/10/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-154.pdf
Sierra Leone;Western Rural;Deaths;96;28/10/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-154.pdf
Sierra Leone;Western Urban (Freetown);Deaths;103;28/10/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-154.pdf
Sierra Leone;Bo;Deaths;110;30/10/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf
Sierra Leone;Bombali;Deaths;183;30/10/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf
Sierra Leone;Bonthe;Deaths;3;30/10/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf
Sierra Leone;Kailahun;Deaths;265;30/10/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf
Sierra Leone;Kambia;Deaths;24;30/10/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf
Sierra Leone;Kenema;Deaths;259;30/10/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf
Sierra Leone;Koinadugu;Deaths;39;30/10/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf
Sierra Leone;Kono;Deaths;39;30/10/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf
Sierra Leone;Moyamba;Deaths;62;30/10/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf
Sierra Leone;National;Deaths;1429;30/10/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf
Sierra Leone;Port Loko;Deaths;152;30/10/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf
Sierra Leone;Pujehun;Deaths;21;30/10/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf
Sierra Leone;Tonkolili;Deaths;72;30/10/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf
Sierra Leone;Western Rural;Deaths;96;30/10/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf
Sierra Leone;Western Urban (Freetown);Deaths;104;30/10/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf
Sierra Leone;Bo;Deaths;110;31/10/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-157.pdf
Sierra Leone;Bombali;Deaths;183;31/10/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-157.pdf
Sierra Leone;Bonthe;Deaths;3;31/10/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-157.pdf
Sierra Leone;Kailahun;Deaths;265;31/10/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-157.pdf
Sierra Leone;Kambia;Deaths;26;31/10/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-157.pdf
Sierra Leone;Kenema;Deaths;259;31/10/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-157.pdf
Sierra Leone;Koinadugu;Deaths;39;31/10/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-157.pdf
Sierra Leone;Kono;Deaths;39;31/10/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-157.pdf
Sierra Leone;Moyamba;Deaths;62;31/10/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-157.pdf
Sierra Leone;National;Deaths;1435;31/10/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-157.pdf
Sierra Leone;Port Loko;Deaths;152;31/10/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-157.pdf
Sierra Leone;Pujehun;Deaths;21;31/10/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-157.pdf
Sierra Leone;Tonkolili;Deaths;74;31/10/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-157.pdf
Sierra Leone;Western Rural;Deaths;96;31/10/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-157.pdf
Sierra Leone;Western Urban (Freetown);Deaths;106;31/10/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-157.pdf
Sierra Leone;Bo;Deaths;110;01/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-158.pdf
Sierra Leone;Bombali;Deaths;184;01/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-158.pdf
Sierra Leone;Bonthe;Deaths;3;01/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-158.pdf
Sierra Leone;Kailahun;Deaths;265;01/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-158.pdf
Sierra Leone;Kambia;Deaths;26;01/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-158.pdf
Sierra Leone;Kenema;Deaths;259;01/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-158.pdf
Sierra Leone;Koinadugu;Deaths;39;01/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-158.pdf
Sierra Leone;Kono;Deaths;39;01/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-158.pdf
Sierra Leone;Moyamba;Deaths;62;01/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-158.pdf
Sierra Leone;National;Deaths;1442;01/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-158.pdf
Sierra Leone;Port Loko;Deaths;153;01/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-158.pdf
Sierra Leone;Pujehun;Deaths;21;01/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-158.pdf
Sierra Leone;Tonkolili;Deaths;76;01/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-158.pdf
Sierra Leone;Western Rural;Deaths;98;01/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-158.pdf
Sierra Leone;Western Urban (Freetown);Deaths;107;01/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-158.pdf
Sierra Leone;Bo;Deaths;110;02/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-159.pdf
Sierra Leone;Bombali;Deaths;185;02/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-159.pdf
Sierra Leone;Bonthe;Deaths;3;02/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-159.pdf
Sierra Leone;Kailahun;Deaths;265;02/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-159.pdf
Sierra Leone;Kambia;Deaths;26;02/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-159.pdf
Sierra Leone;Kenema;Deaths;259;02/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-159.pdf
Sierra Leone;Koinadugu;Deaths;39;02/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-159.pdf
Sierra Leone;Kono;Deaths;39;02/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-159.pdf
Sierra Leone;Moyamba;Deaths;62;02/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-159.pdf
Sierra Leone;National;Deaths;1450;02/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-159.pdf
Sierra Leone;Port Loko;Deaths;155;02/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-159.pdf
Sierra Leone;Pujehun;Deaths;21;02/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-159.pdf
Sierra Leone;Tonkolili;Deaths;77;02/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-159.pdf
Sierra Leone;Western Rural;Deaths;100;02/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-159.pdf
Sierra Leone;Western Urban (Freetown);Deaths;109;02/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-159.pdf
Sierra Leone;Bo;Deaths;112;06/11/2014;Gvt;http://reliefweb.int/sites/reliefweb.int/files/resources/Ebola-Situation-Report_Vol-163.pdf
Sierra Leone;Bombali;Deaths;190;06/11/2014;Gvt;http://reliefweb.int/sites/reliefweb.int/files/resources/Ebola-Situation-Report_Vol-163.pdf
Sierra Leone;Bonthe;Deaths;3;06/11/2014;Gvt;http://reliefweb.int/sites/reliefweb.int/files/resources/Ebola-Situation-Report_Vol-163.pdf
Sierra Leone;Kailahun;Deaths;267;06/11/2014;Gvt;http://reliefweb.int/sites/reliefweb.int/files/resources/Ebola-Situation-Report_Vol-163.pdf
Sierra Leone;Kambia;Deaths;28;06/11/2014;Gvt;http://reliefweb.int/sites/reliefweb.int/files/resources/Ebola-Situation-Report_Vol-163.pdf
Sierra Leone;Kenema;Deaths;260;06/11/2014;Gvt;http://reliefweb.int/sites/reliefweb.int/files/resources/Ebola-Situation-Report_Vol-163.pdf
Sierra Leone;Koinadugu;Deaths;44;06/11/2014;Gvt;http://reliefweb.int/sites/reliefweb.int/files/resources/Ebola-Situation-Report_Vol-163.pdf
Sierra Leone;Kono;Deaths;39;06/11/2014;Gvt;http://reliefweb.int/sites/reliefweb.int/files/resources/Ebola-Situation-Report_Vol-163.pdf
Sierra Leone;Moyamba;Deaths;62;06/11/2014;Gvt;http://reliefweb.int/sites/reliefweb.int/files/resources/Ebola-Situation-Report_Vol-163.pdf
Sierra Leone;National;Deaths;1479;06/11/2014;Gvt;http://reliefweb.int/sites/reliefweb.int/files/resources/Ebola-Situation-Report_Vol-163.pdf
Sierra Leone;Port Loko;Deaths;162;06/11/2014;Gvt;http://reliefweb.int/sites/reliefweb.int/files/resources/Ebola-Situation-Report_Vol-163.pdf
Sierra Leone;Pujehun;Deaths;21;06/11/2014;Gvt;http://reliefweb.int/sites/reliefweb.int/files/resources/Ebola-Situation-Report_Vol-163.pdf
Sierra Leone;Tonkolili;Deaths;80;06/11/2014;Gvt;http://reliefweb.int/sites/reliefweb.int/files/resources/Ebola-Situation-Report_Vol-163.pdf
Sierra Leone;Western Rural;Deaths;101;06/11/2014;Gvt;http://reliefweb.int/sites/reliefweb.int/files/resources/Ebola-Situation-Report_Vol-163.pdf
Sierra Leone;Western Urban (Freetown);Deaths;110;06/11/2014;Gvt;http://reliefweb.int/sites/reliefweb.int/files/resources/Ebola-Situation-Report_Vol-163.pdf
Sierra Leone;Bo;Deaths;112;07/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-164.pdf
Sierra Leone;Bombali;Deaths;192;07/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-164.pdf
Sierra Leone;Bonthe;Deaths;3;07/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-164.pdf
Sierra Leone;Kailahun;Deaths;267;07/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-164.pdf
Sierra Leone;Kambia;Deaths;28;07/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-164.pdf
Sierra Leone;Kenema;Deaths;261;07/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-164.pdf
Sierra Leone;Koinadugu;Deaths;45;07/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-164.pdf
Sierra Leone;Kono;Deaths;39;07/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-164.pdf
Sierra Leone;Moyamba;Deaths;63;07/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-164.pdf
Sierra Leone;National;Deaths;1491;07/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-164.pdf
Sierra Leone;Port Loko;Deaths;164;07/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-164.pdf
Sierra Leone;Pujehun;Deaths;21;07/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-164.pdf
Sierra Leone;Tonkolili;Deaths;80;07/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-164.pdf
Sierra Leone;Western Rural;Deaths;104;07/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-164.pdf
Sierra Leone;Western Urban (Freetown);Deaths;112;07/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-164.pdf
Sierra Leone;Bo;Deaths;113;08/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-165.pdf
Sierra Leone;Bombali;Deaths;194;08/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-165.pdf
Sierra Leone;Bonthe;Deaths;3;08/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-165.pdf
Sierra Leone;Kailahun;Deaths;267;08/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-165.pdf
Sierra Leone;Kambia;Deaths;28;08/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-165.pdf
Sierra Leone;Kenema;Deaths;261;08/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-165.pdf
Sierra Leone;Koinadugu;Deaths;46;08/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-165.pdf
Sierra Leone;Kono;Deaths;39;08/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-165.pdf
Sierra Leone;Moyamba;Deaths;63;08/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-165.pdf
Sierra Leone;National;Deaths;1498;08/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-165.pdf
Sierra Leone;Port Loko;Deaths;164;08/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-165.pdf
Sierra Leone;Pujehun;Deaths;21;08/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-165.pdf
Sierra Leone;Tonkolili;Deaths;80;08/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-165.pdf
Sierra Leone;Western Rural;Deaths;105;08/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-165.pdf
Sierra Leone;Western Urban (Freetown);Deaths;114;08/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-165.pdf
Sierra Leone;Bo;Deaths;;09/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Update-November-9-2014.pdf
Sierra Leone;Bombali;Deaths;;09/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Update-November-9-2014.pdf
Sierra Leone;Bonthe;Deaths;;09/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Update-November-9-2014.pdf
Sierra Leone;Kailahun;Deaths;;09/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Update-November-9-2014.pdf
Sierra Leone;Kambia;Deaths;;09/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Update-November-9-2014.pdf
Sierra Leone;Kenema;Deaths;;09/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Update-November-9-2014.pdf
Sierra Leone;Koinadugu;Deaths;;09/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Update-November-9-2014.pdf
Sierra Leone;Kono;Deaths;;09/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Update-November-9-2014.pdf
Sierra Leone;Moyamba;Deaths;;09/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Update-November-9-2014.pdf
Sierra Leone;National;Deaths;1498;09/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Update-November-9-2014.pdf
Sierra Leone;Port Loko;Deaths;;09/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Update-November-9-2014.pdf
Sierra Leone;Pujehun;Deaths;;09/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Update-November-9-2014.pdf
Sierra Leone;Tonkolili;Deaths;;09/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Update-November-9-2014.pdf
Sierra Leone;Western Rural;Deaths;;09/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Update-November-9-2014.pdf
Sierra Leone;Western Urban (Freetown);Deaths;;09/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Update-November-9-2014.pdf
Sierra Leone;Bo;Deaths;113;10/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-167.pdf
Sierra Leone;Bombali;Deaths;196;10/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-167.pdf
Sierra Leone;Bonthe;Deaths;3;10/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-167.pdf
Sierra Leone;Kailahun;Deaths;267;10/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-167.pdf
Sierra Leone;Kambia;Deaths;29;10/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-167.pdf
Sierra Leone;Kenema;Deaths;261;10/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-167.pdf
Sierra Leone;Koinadugu;Deaths;49;10/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-167.pdf
Sierra Leone;Kono;Deaths;40;10/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-167.pdf
Sierra Leone;Moyamba;Deaths;64;10/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-167.pdf
Sierra Leone;National;Deaths;1514;10/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-167.pdf
Sierra Leone;Port Loko;Deaths;167;10/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-167.pdf
Sierra Leone;Pujehun;Deaths;21;10/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-167.pdf
Sierra Leone;Tonkolili;Deaths;82;10/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-167.pdf
Sierra Leone;Western Rural;Deaths;106;10/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-167.pdf
Sierra Leone;Western Urban (Freetown);Deaths;116;10/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-167.pdf
Sierra Leone;Bo;Deaths;;11/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Update-November-11-2014.pdf
Sierra Leone;Bombali;Deaths;;11/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Update-November-11-2014.pdf
Sierra Leone;Bonthe;Deaths;;11/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Update-November-11-2014.pdf
Sierra Leone;Kailahun;Deaths;;11/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Update-November-11-2014.pdf
Sierra Leone;Kambia;Deaths;;11/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Update-November-11-2014.pdf
Sierra Leone;Kenema;Deaths;;11/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Update-November-11-2014.pdf
Sierra Leone;Koinadugu;Deaths;;11/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Update-November-11-2014.pdf
Sierra Leone;Kono;Deaths;;11/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Update-November-11-2014.pdf
Sierra Leone;Moyamba;Deaths;;11/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Update-November-11-2014.pdf
Sierra Leone;National;Deaths;1514;11/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Update-November-11-2014.pdf
Sierra Leone;Port Loko;Deaths;;11/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Update-November-11-2014.pdf
Sierra Leone;Pujehun;Deaths;;11/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Update-November-11-2014.pdf
Sierra Leone;Tonkolili;Deaths;;11/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Update-November-11-2014.pdf
Sierra Leone;Western Rural;Deaths;;11/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Update-November-11-2014.pdf
Sierra Leone;Western Urban (Freetown);Deaths;;11/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Update-November-11-2014.pdf
Sierra Leone;Bo;Deaths;113;12/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-169.pdf
Sierra Leone;Bombali;Deaths;200;12/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-169.pdf
Sierra Leone;Bonthe;Deaths;3;12/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-169.pdf
Sierra Leone;Kailahun;Deaths;267;12/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-169.pdf
Sierra Leone;Kambia;Deaths;29;12/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-169.pdf
Sierra Leone;Kenema;Deaths;262;12/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-169.pdf
Sierra Leone;Koinadugu;Deaths;51;12/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-169.pdf
Sierra Leone;Kono;Deaths;40;12/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-169.pdf
Sierra Leone;Moyamba;Deaths;64;12/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-169.pdf
Sierra Leone;National;Deaths;1534;12/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-169.pdf
Sierra Leone;Port Loko;Deaths;171;12/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-169.pdf
